EmployeeID,Age,Gender,Department,Tenure,Location,SelfRatedHealth,ChronicConditions,SickDaysPastYear,StressLevel,Employee_Feedback,CurrentWorkAbility,WorkAbilityPhysical,WorkAbilityMental,Calculated_ABI_Score,Sentiment_Score,At_Risk
EMP02677,46,Male,Sales,11,Berlin,3,No,8,1.0,Great work-life balance.,10,1,2,31,0.8,1
EMP02678,34,Male,IT,2,London,5,Yes,2,10.0,I am exhausted every day.,6,5,3,37,-0.4,0
EMP02679,27,Female,Sales,17,Tokyo,3,Yes,0,3.0,Love the culture here.,5,5,5,39,0.5,0
EMP02680,30,Female,Operations,15,London,3,No,4,2.0,Great work-life balance.,9,5,3,43,0.8,0
EMP02681,57,Male,Finance,18,London,4,No,4,4.0,I feel energized at work.,10,5,4,47,0.0,0
EMP02682,64,Female,Finance,10,London,4,No,11,1.0,Love the culture here.,8,5,4,43,0.5,1
EMP02683,41,Male,IT,6,London,4,No,2,8.0,Extremely stressed and burnt out.,7,4,3,36,-0.125,1
EMP02684,39,Female,Operations,21,New York,4,No,2,1.0,I feel energized at work.,4,2,3,24,0.0,1
EMP02685,64,Other,Sales,16,London,3,Yes,3,8.0,Management expects too much.,8,5,2,39,0.2,0
EMP02686,42,Female,Finance,5,Berlin,3,Yes,8,5.0,Average experience.,5,2,3,26,-0.15,1
EMP02687,25,F,Marketing,12,London,3,No,1,1.0,Love the culture here.,5,1,2,21,0.5,1
EMP02688,54,female,HR,6,New York,3,No,3,5.0,Nothing special to report.,4,4,3,30,0.35714285714285715,1
EMP02689,48,Female,Operations,14,Remote,2,No,3,9.0,I am exhausted every day.,4,5,5,37,-0.4,0
EMP02690,28,Female,Marketing,23,Remote,3,No,4,7.0,Work is okay.,7,4,5,40,0.5,0
EMP02691,27,F,Marketing,16,Remote,4,Yes,3,3.0,Management is very supportive.,6,3,2,29,0.65,1
EMP02692,36,Male,Operations,7,Tokyo,4,Yes,2,1.0,Management is very supportive.,9,2,2,32,0.65,1
EMP02693,39,Male,HR,2,Berlin,4,No,4,2.0,Management is very supportive.,8,5,3,41,0.65,0
EMP02694,53,female,Finance,6,New York,3,No,4,7.0,Standard corporate environment.,10,2,5,40,0.0,0
EMP02695,32,Female,HR,9,Remote,4,No,2,8.0,Extremely stressed and burnt out.,9,2,5,38,-0.125,0
EMP02696,41,Male,IT,7,New York,4,No,4,10.0,I am exhausted every day.,2,3,2,21,-0.4,1
EMP02697,45,Female,Sales,2,New York,5,Yes,6,4.0,I feel energized at work.,6,2,5,32,0.0,1
EMP02698,36,Female,Sales,19,Tokyo,2,No,7,4.0,Management is very supportive.,4,1,5,25,0.65,1
EMP02699,28,Female,Marketing,8,Remote,3,No,3,5.0,It pays the bills.,5,2,4,28,0.0,1
EMP02700,42,Female,Finance,11,London,5,Yes,5,7.0,Nothing special to report.,5,3,2,27,0.35714285714285715,1
EMP02701,63,Female,HR,4,New York,5,No,3,7.0,Nothing special to report.,9,3,3,37,0.35714285714285715,0
EMP02702,47,Female,Marketing,16,Remote,3,No,3,4.0,Excellent benefits.,9,5,4,45,1.0,0
EMP02703,35,Female,Operations,18,New York,2,No,2,1.0,Management is very supportive.,8,1,5,33,0.65,1
EMP02704,58,Female,Marketing,13,Tokyo,4,No,1,5.0,Work is okay.,10,2,4,38,0.5,0
EMP02705,42,Female,Operations,5,Tokyo,3,No,6,7.0,It pays the bills.,8,3,4,37,0.0,0
EMP02706,39,Female,Operations,2,London,4,No,6,5.0,Work is okay.,7,3,4,35,0.5,1
EMP02707,26,Male,IT,11,Tokyo,3,Yes,2,7.0,It pays the bills.,3,2,3,22,0.0,1
EMP02708,24,Female,IT,1,Remote,3,No,5,7.0,Nothing special to report.,2,2,2,18,0.35714285714285715,1
EMP02709,44,female,Operations,13,Tokyo,1,No,0,5.0,Work is okay.,9,5,4,45,0.5,0
EMP02710,47,Male,Finance,5,London,3,Yes,6,3.0,Excellent benefits.,7,5,3,39,1.0,0
EMP02711,58,Male,IT,18,Berlin,2,No,4,9.0,Management expects too much.,3,1,2,17,0.2,1
EMP02712,45,Female,IT,14,New York,2,No,4,6.0,It pays the bills.,5,5,3,35,0.0,1
EMP02713,40,M,Sales,13,New York,3,No,3,4.0,Management is very supportive.,6,5,2,35,0.65,1
EMP02714,46,Male,Marketing,7,Remote,3,Yes,2,4.0,Great work-life balance.,6,4,2,32,0.8,1
EMP02715,42,Male,Sales,8,London,3,No,2,4.0,Management is very supportive.,9,2,3,34,0.65,1
EMP02716,33,Male,Finance,18,London,2,No,9,3.0,Management is very supportive.,10,5,5,49,0.65,1
EMP02717,62,Female,IT,7,London,5,No,11,7.0,Nothing special to report.,2,4,3,26,0.35714285714285715,1
EMP02718,54,Male,IT,20,New York,2,No,5,9.0,Extremely stressed and burnt out.,7,4,2,34,-0.125,1
EMP02719,25,Male,HR,17,Tokyo,3,Yes,2,8.0,Terrible work-life balance.,7,5,3,39,-1.0,0
EMP02720,63,Female,Finance,16,New York,3,Yes,7,3.0,Love the culture here.,7,3,4,35,0.5,1
EMP02721,28,F,Marketing,11,New York,4,No,4,6.0,It pays the bills.,6,5,3,37,0.0,0
EMP02722,43,Female,Marketing,19,New York,3,No,7,2.0,Management is very supportive.,10,5,4,47,0.65,0
EMP02723,54,Male,Marketing,1,Tokyo,2,Yes,2,1.0,Love the culture here.,7,2,5,34,0.5,1
EMP02724,38,Female,Finance,21,Berlin,1,Yes,6,7.0,Nothing special to report.,9,3,3,37,0.35714285714285715,0
EMP02725,45,female,HR,8,Remote,4,No,4,6.0,Standard corporate environment.,8,1,2,27,0.0,1
EMP02726,55,Female,HR,1,Berlin,4,No,7,4.0,I feel energized at work.,10,5,4,47,0.0,0
EMP02727,49,Other,Sales,9,Berlin,3,No,1,7.0,It pays the bills.,7,5,3,39,0.0,0
EMP02728,64,M,Finance,19,New York,2,No,6,6.0,Average experience.,4,2,2,22,-0.15,1
EMP02729,62,Male,Finance,21,Berlin,3,No,4,2.0,Excellent benefits.,9,1,3,31,1.0,1
EMP02730,60,Female,HR,9,New York,3,No,6,4.0,Management is very supportive.,9,4,2,38,0.65,0
EMP02731,43,Male,Operations,21,New York,4,Yes,6,9.0,I am exhausted every day.,7,3,3,33,-0.4,1
EMP02732,38,Female,Operations,10,Remote,2,Yes,0,8.0,Management expects too much.,10,1,2,31,0.2,1
EMP02733,55,Male,Sales,24,London,3,No,6,6.0,Nothing special to report.,7,5,3,39,0.35714285714285715,0
EMP02734,27,Male,Operations,23,New York,3,Yes,1,1.0,Management is very supportive.,10,4,2,40,0.65,0
EMP02735,27,male,Operations,11,Berlin,4,No,2,7.0,Nothing special to report.,9,2,4,36,0.35714285714285715,1
EMP02736,55,Male,Operations,1,Remote,4,Yes,4,5.0,Work is okay.,5,5,4,37,0.5,0
EMP02737,22,F,IT,20,Berlin,5,Yes,9,8.0,Extremely stressed and burnt out.,5,2,2,24,-0.125,1
EMP02738,31,Male,Sales,8,London,3,Yes,5,9.0,Extremely stressed and burnt out.,8,3,2,33,-0.125,1
EMP02739,42,Male,HR,20,Tokyo,3,No,6,5.0,Standard corporate environment.,9,2,5,38,0.0,0
EMP02740,26,F,Operations,12,London,3,No,1,6.0,Work is okay.,4,1,4,23,0.5,1
EMP02741,23,Female,Marketing,1,Remote,3,Yes,3,4.0,Love the culture here.,9,1,4,33,0.5,1
EMP02742,43,Female,IT,10,London,1,No,3,6.0,Average experience.,4,3,1,23,-0.15,1
EMP02743,23,Male,Operations,4,London,3,No,2,7.0,Nothing special to report.,7,3,4,35,0.35714285714285715,1
EMP02744,31,Female,IT,15,Remote,2,No,6,7.0,Work is okay.,4,3,3,27,0.5,1
EMP02745,55,Female,Sales,19,Remote,5,Yes,3,6.0,Average experience.,7,1,2,25,-0.15,1
EMP02746,37,Female,Marketing,6,Berlin,4,No,4,9.0,Terrible work-life balance.,10,5,4,47,-1.0,0
EMP02747,60,Female,Marketing,5,New York,2,No,4,8.0,I am exhausted every day.,5,1,4,25,-0.4,1
EMP02748,43,female,Marketing,5,Tokyo,2,No,6,1.0,I feel energized at work.,9,2,4,36,0.0,1
EMP02749,33,Female,Operations,18,Tokyo,3,No,8,5.0,Average experience.,6,3,2,29,-0.15,1
EMP02750,45,male,IT,3,Tokyo,3,No,4,6.0,It pays the bills.,5,4,2,30,0.0,1
EMP02751,61,Female,Marketing,22,London,3,No,7,4.0,I feel energized at work.,4,1,4,23,0.0,1
EMP02752,59,Female,Finance,2,Remote,3,Yes,4,1.0,Excellent benefits.,4,4,3,30,1.0,1
EMP02753,31,Male,Finance,4,Remote,5,No,6,6.0,Average experience.,8,5,5,45,-0.15,0
EMP02754,56,Male,IT,18,Remote,3,Yes,4,6.0,Work is okay.,3,1,2,17,0.5,1
EMP02755,53,F,Operations,9,New York,3,No,6,6.0,Work is okay.,4,5,2,31,0.5,1
EMP02756,28,Male,Operations,19,Remote,4,No,1,5.0,Nothing special to report.,6,5,5,41,0.35714285714285715,0
EMP02757,42,Male,Sales,10,Remote,1,No,7,4.0,Great work-life balance.,10,1,4,35,0.8,1
EMP02758,41,Male,Sales,22,London,2,Yes,3,2.0,Great work-life balance.,6,1,5,29,0.8,1
EMP02759,47,Male,Marketing,15,Berlin,3,Yes,2,3.0,Love the culture here.,9,5,2,41,0.5,0
EMP02760,25,male,HR,1,Tokyo,4,No,4,1.0,Excellent benefits.,10,3,5,43,1.0,0
EMP02761,43,F,Sales,11,London,3,No,6,2.0,Great work-life balance.,4,1,4,23,0.8,1
EMP02762,36,Female,Operations,14,London,2,No,4,7.0,Work is okay.,5,5,2,33,0.5,1
EMP02763,61,Male,HR,10,London,5,Yes,4,9.0,Terrible work-life balance.,5,2,4,28,-1.0,1
EMP02764,42,Female,Sales,19,Tokyo,3,No,3,9.0,Management expects too much.,8,4,4,40,0.2,0
EMP02765,36,Female,IT,24,London,4,Yes,5,6.0,It pays the bills.,4,2,2,22,0.0,1
EMP02766,43,female,Finance,21,Berlin,4,No,5,1.0,Love the culture here.,9,1,2,29,0.5,1
EMP02767,49,Female,Sales,16,Remote,3,No,3,7.0,It pays the bills.,10,1,2,31,0.0,1
EMP02768,35,Male,Sales,8,Berlin,4,No,4,7.0,Average experience.,4,1,4,23,-0.15,1
EMP02769,48,Female,IT,2,Remote,4,Yes,6,6.0,It pays the bills.,3,1,2,17,0.0,1
EMP02770,62,female,Operations,23,Remote,5,No,5,9.0,Terrible work-life balance.,4,2,4,26,-1.0,1
EMP02771,61,Female,Marketing,7,London,3,No,10,1.0,Management is very supportive.,4,3,3,27,0.65,1
EMP02772,49,Female,IT,19,London,5,Yes,3,7.0,It pays the bills.,3,5,2,29,0.0,1
EMP02773,47,Male,Marketing,7,Tokyo,2,No,5,5.0,Nothing special to report.,6,5,4,39,0.35714285714285715,0
EMP02774,23,Female,Sales,15,New York,4,Yes,3,2.0,I feel energized at work.,7,5,4,41,0.0,0
EMP02775,46,Female,Operations,8,Berlin,3,No,2,6.0,Average experience.,5,4,5,36,-0.15,1
EMP02776,24,Male,HR,14,Tokyo,2,No,3,2.0,Excellent benefits.,6,1,2,23,1.0,1
EMP02777,29,Female,Sales,1,Tokyo,2,No,6,6.0,Work is okay.,9,2,5,38,0.5,0
EMP02778,54,Male,IT,13,Berlin,3,No,6,9.0,I am exhausted every day.,4,2,3,24,-0.4,1
EMP02779,63,Male,HR,3,Berlin,3,Yes,6,1.0,Great work-life balance.,10,2,2,34,0.8,1
EMP02780,56,Male,Finance,21,Remote,3,Yes,3,4.0,Love the culture here.,9,3,3,37,0.5,0
EMP02781,27,Male,HR,6,New York,3,No,5,3.0,Management is very supportive.,7,1,5,31,0.65,1
EMP02782,60,Female,IT,19,London,3,No,2,10.0,Extremely stressed and burnt out.,6,5,2,35,-0.125,1
EMP02783,44,Male,HR,15,New York,3,Yes,2,7.0,Nothing special to report.,8,5,2,39,0.35714285714285715,0
EMP02784,46,Male,IT,4,New York,3,No,7,9.0,I need a long break.,2,1,3,17,-0.05,1
EMP02785,64,F,Sales,21,London,4,Yes,1,3.0,I feel energized at work.,5,5,2,33,0.0,1
EMP02786,40,Female,Operations,3,New York,4,No,4,1.0,Management is very supportive.,7,5,2,37,0.65,0
EMP02787,26,Female,Finance,4,Tokyo,1,Yes,1,9.0,Extremely stressed and burnt out.,9,1,2,29,-0.125,1
EMP02788,32,Female,Operations,5,Tokyo,3,No,3,6.0,Average experience.,8,2,3,32,-0.15,1
EMP02789,33,Female,Operations,18,London,4,No,8,6.0,Average experience.,8,4,5,42,-0.15,0
EMP02790,31,Male,Operations,10,London,2,Yes,4,4.0,Excellent benefits.,8,1,3,29,1.0,1
EMP02791,29,M,IT,8,Berlin,3,No,3,8.0,Terrible work-life balance.,2,5,2,27,-1.0,1
EMP02792,45,Male,IT,12,Berlin,3,No,5,6.0,Work is okay.,4,5,2,31,0.5,1
EMP02793,49,Female,Finance,22,New York,5,No,5,9.0,I am exhausted every day.,7,4,3,36,-0.4,1
EMP02794,62,Male,IT,3,New York,3,Yes,4,7.0,Nothing special to report.,7,4,2,34,0.35714285714285715,1
EMP02795,57,Female,Marketing,18,London,4,No,2,7.0,Standard corporate environment.,8,4,5,42,0.0,0
EMP02796,58,Female,IT,23,New York,3,Yes,7,9.0,Extremely stressed and burnt out.,5,1,2,21,-0.125,1
EMP02797,42,Female,IT,8,Remote,4,No,5,7.0,Average experience.,3,2,2,20,-0.15,1
EMP02798,29,Male,IT,1,Tokyo,3,No,3,8.0,I need a long break.,7,4,2,34,-0.05,1
EMP02799,30,Female,Sales,14,New York,3,No,2,7.0,Standard corporate environment.,9,3,3,37,0.0,0
EMP02800,36,female,Finance,22,New York,3,Yes,7,7.0,Work is okay.,6,2,3,28,0.5,1
EMP02801,61,M,Marketing,23,Berlin,5,No,4,8.0,Management expects too much.,9,4,2,38,0.2,0
EMP02802,39,Male,IT,13,Remote,2,No,0,8.0,I am exhausted every day.,7,5,2,37,-0.4,0
EMP02803,63,Male,Finance,12,New York,2,No,2,8.0,Management expects too much.,7,1,2,25,0.2,1
EMP02804,41,male,HR,3,Tokyo,4,No,6,3.0,Excellent benefits.,5,5,5,39,1.0,0
EMP02805,27,Female,Sales,18,New York,3,No,3,8.0,Management expects too much.,4,5,2,31,0.2,1
EMP02806,33,Female,IT,21,London,3,No,5,9.0,Terrible work-life balance.,7,1,2,25,-1.0,1
EMP02807,23,male,Marketing,13,Remote,3,Yes,3,7.0,Work is okay.,8,2,3,32,0.5,1
EMP02808,28,F,Sales,15,New York,3,No,3,5.0,Work is okay.,8,5,4,43,0.5,0
EMP02809,37,Female,Marketing,10,Remote,3,No,4,4.0,Excellent benefits.,10,2,3,36,1.0,1
EMP02810,24,Female,Sales,1,New York,4,No,3,4.0,Love the culture here.,6,1,5,29,0.5,1
EMP02811,24,Male,HR,6,Tokyo,1,No,1,6.0,Nothing special to report.,9,4,3,40,0.35714285714285715,0
EMP02812,48,Female,Finance,9,Tokyo,4,No,2,2.0,Excellent benefits.,8,5,3,41,1.0,0
EMP02813,64,Male,Sales,10,Remote,3,No,0,5.0,Standard corporate environment.,4,5,5,37,0.0,0
EMP02814,61,Male,Operations,15,Berlin,3,No,2,8.0,Extremely stressed and burnt out.,8,1,2,27,-0.125,1
EMP02815,59,Male,HR,9,Berlin,3,Yes,3,2.0,Excellent benefits.,4,1,3,21,1.0,1
EMP02816,54,Male,Operations,23,London,4,No,3,5.0,It pays the bills.,6,4,3,34,0.0,1
EMP02817,49,Female,HR,14,Berlin,1,No,3,7.0,Standard corporate environment.,10,1,3,33,0.0,1
EMP02818,22,Female,Operations,11,Remote,4,Yes,3,5.0,Standard corporate environment.,8,3,2,33,0.0,1
EMP02819,29,Female,Operations,7,Berlin,4,No,8,9.0,Terrible work-life balance.,9,3,5,41,-1.0,0
EMP02820,58,Male,Marketing,24,London,2,No,4,9.0,I need a long break.,10,1,3,33,-0.05,1
EMP02821,53,male,Sales,2,New York,2,No,4,8.0,Terrible work-life balance.,9,4,4,42,-1.0,0
EMP02822,64,Male,Sales,14,Berlin,3,No,6,9.0,Terrible work-life balance.,8,3,2,33,-1.0,1
EMP02823,58,Female,HR,6,Remote,4,Yes,5,2.0,Love the culture here.,4,5,5,37,0.5,0
EMP02824,25,male,Finance,5,Remote,3,No,3,3.0,I feel energized at work.,10,4,2,40,0.0,0
EMP02825,51,Female,Marketing,5,London,4,No,2,4.0,I feel energized at work.,4,1,5,25,0.0,1
EMP02826,27,Female,Sales,19,London,3,No,4,5.0,Average experience.,8,3,5,39,-0.15,0
EMP02827,40,female,Sales,19,Tokyo,4,No,2,2.0,I feel energized at work.,10,4,4,44,0.0,0
EMP02828,53,Male,Marketing,6,Tokyo,3,Yes,2,4.0,Love the culture here.,8,5,3,41,0.5,0
EMP02829,30,Female,IT,10,Tokyo,3,No,5,9.0,I need a long break.,5,1,2,21,-0.05,1
EMP02830,33,Female,Marketing,23,New York,5,No,6,5.0,Standard corporate environment.,10,2,2,34,0.0,1
EMP02831,32,Male,Sales,14,Remote,4,No,4,6.0,Average experience.,8,3,5,39,-0.15,0
EMP02832,37,M,Finance,17,Tokyo,3,No,6,1.0,Management is very supportive.,9,5,3,43,0.65,0
EMP02833,22,F,IT,3,Remote,4,No,2,10.0,Terrible work-life balance.,2,4,3,26,-1.0,1
EMP02834,42,Female,Operations,1,London,4,No,5,6.0,Standard corporate environment.,6,3,5,35,0.0,1
EMP02835,51,Male,Marketing,10,New York,3,No,5,9.0,Extremely stressed and burnt out.,9,3,2,35,-0.125,1
EMP02836,34,Male,Operations,3,London,3,No,7,3.0,Excellent benefits.,7,1,3,27,1.0,1
EMP02837,55,Female,IT,5,Remote,3,No,2,8.0,It pays the bills.,7,5,3,39,0.0,0
EMP02838,25,Male,IT,19,Tokyo,5,No,3,9.0,Extremely stressed and burnt out.,2,3,3,23,-0.125,1
EMP02839,49,Female,IT,10,London,3,Yes,1,7.0,Nothing special to report.,4,3,1,23,0.35714285714285715,1
EMP02840,59,Female,HR,16,Berlin,2,No,6,8.0,I need a long break.,10,5,3,45,-0.05,0
EMP02841,52,Female,Marketing,1,New York,3,No,2,4.0,Great work-life balance.,10,4,2,40,0.8,0
EMP02842,48,Female,Finance,6,Remote,1,No,2,9.0,Terrible work-life balance.,5,1,4,25,-1.0,1
EMP02843,26,Female,Finance,9,Tokyo,3,No,3,4.0,Excellent benefits.,4,3,2,25,1.0,1
EMP02844,46,Male,Operations,5,London,3,No,8,1.0,I feel energized at work.,5,5,3,35,0.0,1
EMP02845,24,Male,Operations,14,New York,3,No,3,5.0,It pays the bills.,10,2,2,34,0.0,1
EMP02846,54,Female,Operations,10,Tokyo,5,Yes,5,1.0,Love the culture here.,8,4,3,38,0.5,0
EMP02847,25,Female,Marketing,2,London,5,Yes,2,5.0,Nothing special to report.,8,1,5,33,0.35714285714285715,1
EMP02848,46,Female,Sales,5,Remote,2,No,3,7.0,Work is okay.,6,2,2,26,0.5,1
EMP02849,41,Female,Operations,1,Berlin,3,Yes,1,3.0,Excellent benefits.,8,4,2,36,1.0,1
EMP02850,55,female,IT,10,Berlin,4,Yes,2,10.0,I need a long break.,4,3,2,25,-0.05,1
EMP02851,47,Male,Operations,22,Remote,3,Yes,2,5.0,It pays the bills.,5,1,2,21,0.0,1
EMP02852,26,Male,IT,9,New York,4,Yes,6,10.0,Terrible work-life balance.,5,4,3,32,-1.0,1
EMP02853,56,Male,HR,3,Remote,4,No,6,2.0,Management is very supportive.,6,4,4,36,0.65,1
EMP02854,49,Female,Sales,15,London,4,No,2,4.0,Great work-life balance.,8,4,3,38,0.8,0
EMP02855,50,Female,Sales,4,New York,3,No,4,7.0,Average experience.,5,4,2,30,-0.15,1
EMP02856,30,M,Marketing,13,Berlin,5,No,6,6.0,Work is okay.,8,2,5,36,0.5,1
EMP02857,59,Female,Marketing,6,London,4,No,1,6.0,Work is okay.,6,1,3,25,0.5,1
EMP02858,27,male,Finance,20,Tokyo,4,No,5,5.0,It pays the bills.,9,3,5,41,0.0,0
EMP02859,40,female,HR,17,Tokyo,3,No,5,2.0,I feel energized at work.,7,1,2,25,0.0,1
EMP02860,32,Male,Marketing,23,Tokyo,4,No,5,1.0,Love the culture here.,4,2,2,22,0.5,1
EMP02861,23,Female,IT,5,Berlin,3,No,2,7.0,It pays the bills.,3,1,3,19,0.0,1
EMP02862,30,Female,HR,15,Remote,3,No,6,3.0,Excellent benefits.,8,2,4,34,1.0,1
EMP02863,42,Male,Sales,8,New York,3,No,5,9.0,I am exhausted every day.,9,2,2,32,-0.4,1
EMP02864,45,Female,IT,5,Berlin,5,No,2,9.0,Extremely stressed and burnt out.,6,2,3,28,-0.125,1
EMP02865,55,Female,HR,24,London,4,No,6,9.0,I need a long break.,6,2,5,32,-0.05,1
EMP02866,43,Male,Sales,13,London,4,No,3,5.0,Standard corporate environment.,7,4,5,40,0.0,0
EMP02867,24,Female,Marketing,1,Tokyo,3,No,4,7.0,Standard corporate environment.,10,1,5,37,0.0,0
EMP02868,33,Female,IT,1,New York,3,No,2,8.0,Management expects too much.,6,5,3,37,0.2,0
EMP02869,49,Male,IT,7,Tokyo,4,No,6,7.0,It pays the bills.,2,2,3,20,0.0,1
EMP02870,51,Female,Sales,22,London,3,Yes,2,2.0,I feel energized at work.,9,2,4,36,0.0,1
EMP02871,47,Male,IT,5,London,4,Yes,3,10.0,I am exhausted every day.,6,1,3,25,-0.4,1
EMP02872,42,Female,Marketing,14,Remote,3,Yes,10,1.0,Management is very supportive.,7,4,3,36,0.65,1
EMP02873,49,Male,Marketing,15,Remote,4,No,3,2.0,Management is very supportive.,6,3,3,31,0.65,1
EMP02874,47,F,Marketing,21,Remote,4,Yes,4,7.0,It pays the bills.,7,2,4,32,0.0,1
EMP02875,54,Female,Sales,17,Tokyo,3,Yes,4,2.0,Great work-life balance.,5,4,4,34,0.8,1
EMP02876,42,Male,Operations,24,New York,1,Yes,0,5.0,Work is okay.,10,4,2,40,0.5,0
EMP02877,56,Female,Operations,18,Remote,3,No,4,4.0,I feel energized at work.,8,5,4,43,0.0,0
EMP02878,55,Female,IT,7,Berlin,5,No,3,7.0,Work is okay.,5,2,2,24,0.5,1
EMP02879,62,Female,Marketing,22,Remote,4,Yes,5,1.0,Great work-life balance.,6,4,2,32,0.8,1
EMP02880,39,Female,IT,18,Tokyo,4,No,2,10.0,I am exhausted every day.,5,5,1,31,-0.4,1
EMP02881,32,Female,Sales,19,New York,3,Yes,1,1.0,Love the culture here.,5,4,4,34,0.5,1
EMP02882,44,Male,IT,20,Remote,4,No,4,8.0,I am exhausted every day.,7,5,2,37,-0.4,0
EMP02883,43,Male,Finance,7,New York,4,No,2,9.0,I am exhausted every day.,10,5,3,45,-0.4,0
EMP02884,38,Female,Operations,8,Berlin,2,No,6,7.0,Average experience.,9,5,4,45,-0.15,0
EMP02885,26,Female,IT,13,London,5,No,6,7.0,Nothing special to report.,3,4,2,26,0.35714285714285715,1
EMP02886,32,Male,IT,18,New York,3,No,2,10.0,Terrible work-life balance.,2,3,1,19,-1.0,1
EMP02887,51,M,HR,24,Remote,3,No,6,4.0,Excellent benefits.,10,1,5,37,1.0,0
EMP02888,36,Male,IT,11,Tokyo,3,No,7,10.0,Extremely stressed and burnt out.,2,5,2,27,-0.125,1
EMP02889,48,Female,Finance,9,Tokyo,2,No,5,7.0,Work is okay.,8,2,5,36,0.5,1
EMP02890,56,Male,Operations,23,Tokyo,4,No,7,4.0,Great work-life balance.,9,1,3,31,0.8,1
EMP02891,54,Male,HR,1,Tokyo,3,Yes,3,9.0,Extremely stressed and burnt out.,10,3,4,41,-0.125,0
EMP02892,41,male,Sales,22,New York,4,No,4,3.0,Great work-life balance.,9,1,4,33,0.8,1
EMP02893,37,Male,Sales,8,Tokyo,3,No,6,6.0,Standard corporate environment.,9,1,2,29,0.0,1
EMP02894,55,Female,Operations,21,London,3,No,6,5.0,Average experience.,8,3,3,35,-0.15,1
EMP02895,23,Male,Sales,12,Berlin,4,No,4,8.0,Extremely stressed and burnt out.,10,2,2,34,-0.125,1
EMP02896,56,Female,Finance,2,New York,4,No,6,1.0,I feel energized at work.,5,5,3,35,0.0,1
EMP02897,61,F,IT,15,New York,3,No,5,7.0,Nothing special to report.,4,4,2,28,0.35714285714285715,1
EMP02898,49,Male,Operations,21,Tokyo,5,No,5,2.0,I feel energized at work.,6,2,2,26,0.0,1
EMP02899,60,M,HR,24,Tokyo,4,No,9,7.0,It pays the bills.,4,2,2,22,0.0,1
EMP02900,27,Female,IT,18,New York,1,No,1,6.0,Nothing special to report.,7,5,3,39,0.35714285714285715,0
EMP02901,30,Female,Sales,17,Tokyo,3,Yes,5,5.0,Average experience.,8,2,5,36,-0.15,1
EMP02902,41,Female,Sales,15,Tokyo,3,No,8,8.0,I need a long break.,9,2,5,38,-0.05,0
EMP02903,22,F,HR,20,Tokyo,4,Yes,9,5.0,Standard corporate environment.,9,1,2,29,0.0,1
EMP02904,29,Male,Finance,20,Tokyo,3,No,6,5.0,Standard corporate environment.,7,1,3,27,0.0,1
EMP02905,44,Male,HR,9,Tokyo,3,No,3,9.0,I am exhausted every day.,4,3,3,27,-0.4,1
EMP02906,24,F,Operations,3,Remote,2,No,6,5.0,Standard corporate environment.,10,3,2,37,0.0,0
EMP02907,25,Female,HR,20,Remote,3,No,5,1.0,Management is very supportive.,9,3,5,41,0.65,0
EMP02908,46,Male,Sales,19,Remote,4,No,4,3.0,Love the culture here.,5,4,5,36,0.5,1
EMP02909,59,Female,Finance,18,New York,4,No,4,5.0,Average experience.,6,5,4,39,-0.15,0
EMP02910,36,Female,Finance,20,Berlin,2,Yes,5,5.0,Work is okay.,7,4,3,36,0.5,1
EMP02911,42,Female,Marketing,8,New York,2,No,2,2.0,I feel energized at work.,7,4,4,38,0.0,0
EMP02912,56,Male,HR,1,Remote,3,Yes,7,4.0,Love the culture here.,10,3,4,41,0.5,0
EMP02913,35,Female,Operations,24,New York,4,No,3,4.0,I feel energized at work.,7,5,4,41,0.0,0
EMP02914,57,Male,Sales,24,Berlin,4,Yes,6,3.0,Love the culture here.,5,4,5,36,0.5,1
EMP02915,33,Female,IT,15,Tokyo,1,No,5,7.0,It pays the bills.,2,1,3,17,0.0,1
EMP02916,38,M,Finance,19,London,3,No,5,2.0,I feel energized at work.,4,4,5,34,0.0,1
EMP02917,60,Female,HR,10,Remote,3,No,3,3.0,Management is very supportive.,10,1,2,31,0.65,1
EMP02918,30,Male,Marketing,12,Remote,5,No,2,2.0,Great work-life balance.,8,4,3,38,0.8,0
EMP02919,56,Male,Operations,6,Berlin,3,No,7,8.0,I am exhausted every day.,5,5,4,37,-0.4,0
EMP02920,34,Female,Operations,13,Tokyo,3,No,5,2.0,Excellent benefits.,8,1,2,27,1.0,1
EMP02921,36,Female,Sales,4,Tokyo,3,Yes,3,5.0,Standard corporate environment.,7,1,2,25,0.0,1
EMP02922,39,Male,Finance,13,London,3,No,10,4.0,Love the culture here.,5,3,3,29,0.5,1
EMP02923,54,Female,Sales,17,Tokyo,4,No,3,1.0,Excellent benefits.,5,1,3,23,1.0,1
EMP02924,27,Male,Marketing,1,Berlin,1,No,3,7.0,It pays the bills.,10,4,5,46,0.0,0
EMP02925,48,Male,IT,5,Tokyo,3,Yes,3,8.0,It pays the bills.,5,4,3,32,0.0,1
EMP02926,44,Male,IT,24,Berlin,4,Yes,2,9.0,Management expects too much.,4,3,2,25,0.2,1
EMP02927,48,Male,IT,17,Remote,3,No,4,6.0,Work is okay.,3,2,2,20,0.5,1
EMP02928,55,Male,Operations,18,Remote,3,No,3,9.0,Management expects too much.,6,1,4,27,0.2,1
EMP02929,59,Female,Finance,7,Remote,3,No,3,4.0,Great work-life balance.,10,1,2,31,0.8,1
